run_id,turn,unit_type,unit_id,I_count,E_count
35,3,department,0,14.0,0.0
35,3,department,1,14.0,0.0
35,4,community,0,4.0,0.0
35,4,community,1,6.0,4.0
35,4,community,2,10.0,0.0
35,4,community,3,4.0,4.0
35,4,department,0,14.0,0.0
35,4,department,1,14.0,0.0
35,5,community,0,4.0,0.0
35,5,community,1,10.0,0.0
35,5,community,2,10.0,0.0
35,5,community,3,4.0,0.0
35,5,department,0,14.0,0.0
35,5,department,1,14.0,0.0
35,6,community,0,4.0,0.0
35,6,community,1,10.0,2.0
35,6,community,2,10.0,0.0
35,6,community,3,2.0,2.0
35,6,department,0,14.0,0.0
35,6,department,1,14.0,0.0
35,7,community,0,4.0,0.0
35,7,community,1,10.0,2.0
35,7,community,2,10.0,0.0
35,7,community,3,2.0,2.0
35,7,department,0,14.0,0.0
35,7,department,1,14.0,0.0
35,8,community,0,4.0,0.0
35,8,community,1,8.0,4.0
35,8,community,2,10.0,0.0
35,8,community,3,2.0,4.0
35,8,department,0,14.0,0.0
35,8,department,1,14.0,0.0
36,1,community,0,4.0,2.0
36,1,community,1,10.0,0.0
36,1,community,2,4.0,0.0
36,1,community,3,8.0,2.0
36,1,department,0,10.0,8.0
36,1,department,1,10.0,8.0
36,2,community,0,6.0,0.0
36,2,community,1,10.0,0.0
36,2,community,2,4.0,0.0
36,2,community,3,8.0,0.0
36,2,department,0,12.0,6.0
36,2,department,1,10.0,6.0
36,3,community,0,6.0,0.0
36,3,community,1,8.0,2.0
36,3,community,2,4.0,0.0
36,3,community,3,8.0,2.0
36,3,department,0,12.0,6.0
36,3,department,1,10.0,6.0
36,4,community,0,6.0,2.0
36,4,community,1,6.0,4.0
36,4,community,2,4.0,0.0
36,4,community,3,8.0,2.0
36,4,department,0,10.0,8.0
36,4,department,1,10.0,8.0
36,5,community,0,4.0,4.0
36,5,community,1,10.0,0.0
36,5,community,2,4.0,0.0
36,5,community,3,6.0,4.0
36,5,department,0,10.0,8.0
36,5,department,1,10.0,8.0
36,6,community,0,2.0,8.0
36,6,community,1,6.0,4.0
36,6,community,2,2.0,6.0
36,6,community,3,6.0,6.0
36,6,department,0,14.0,2.0
36,6,department,1,12.0,2.0
36,7,community,0,4.0,8.0
36,7,community,1,6.0,6.0
36,7,community,2,4.0,0.0
36,7,community,3,6.0,2.0
36,7,department,0,10.0,4.0
36,7,department,1,14.0,4.0
36,8,community,0,4.0,4.0
36,8,community,1,10.0,2.0
36,8,community,2,4.0,2.0
36,8,community,3,4.0,4.0
36,8,department,0,14.0,2.0
36,8,department,1,12.0,2.0
37,1,community,0,4.0,2.0
37,1,community,1,14.0,0.0
37,1,community,2,0.0,4.0
37,1,community,3,6.0,2.0
37,1,department,0,14.0,0.0
37,1,department,1,14.0,0.0
37,2,community,0,4.0,0.0
37,2,community,1,14.0,0.0
37,2,community,2,4.0,0.0
37,2,community,3,6.0,0.0
37,2,department,0,14.0,0.0
37,2,department,1,14.0,0.0
37,3,community,0,4.0,2.0
37,3,community,1,14.0,0.0
37,3,community,2,4.0,0.0
37,3,community,3,4.0,2.0
37,3,department,0,14.0,0.0
37,3,department,1,14.0,0.0
37,4,community,0,4.0,2.0
37,4,community,1,14.0,0.0
37,4,community,2,4.0,0.0
37,4,community,3,4.0,2.0
37,4,department,0,14.0,0.0
37,4,department,1,14.0,0.0
37,5,community,0,4.0,0.0
37,5,community,1,14.0,0.0
37,5,community,2,4.0,2.0
37,5,community,3,4.0,2.0
37,5,department,0,14.0,0.0
37,5,department,1,14.0,0.0
37,6,community,0,4.0,2.0
37,6,community,1,14.0,0.0
37,6,community,2,4.0,0.0
37,6,community,3,4.0,2.0
37,6,department,0,14.0,0.0
37,6,department,1,14.0,0.0
37,7,community,0,4.0,0.0
37,7,community,1,14.0,0.0
37,7,community,2,4.0,2.0
37,7,community,3,4.0,2.0
37,7,department,0,14.0,0.0
37,7,department,1,14.0,0.0
37,8,community,0,4.0,0.0
37,8,community,1,14.0,0.0
37,8,community,2,4.0,0.0
37,8,community,3,6.0,0.0
37,8,department,0,14.0,0.0
37,8,department,1,14.0,0.0
38,1,community,0,6.0,4.0
38,1,community,1,10.0,0.0
38,1,community,2,4.0,0.0
38,1,community,3,4.0,4.0
38,1,department,0,14.0,0.0
38,1,department,1,14.0,0.0
38,2,community,0,10.0,0.0
38,2,community,1,10.0,0.0
38,2,community,2,4.0,0.0
38,2,community,3,4.0,0.0
38,2,department,0,14.0,0.0
38,2,department,1,14.0,0.0
38,3,community,0,10.0,0.0
38,3,community,1,10.0,0.0
38,3,community,2,4.0,0.0
38,3,community,3,4.0,0.0
38,3,department,0,14.0,0.0
38,3,department,1,14.0,0.0
38,4,community,0,10.0,0.0
38,4,community,1,8.0,2.0
38,4,community,2,4.0,2.0
38,4,community,3,4.0,0.0
38,4,department,0,14.0,0.0
38,4,department,1,14.0,0.0
38,5,community,0,10.0,0.0
38,5,community,1,8.0,2.0
38,5,community,2,4.0,2.0
38,5,community,3,4.0,0.0
38,5,department,0,14.0,0.0
38,5,department,1,14.0,0.0
38,6,community,0,10.0,2.0
38,6,community,1,10.0,0.0
38,6,community,2,4.0,0.0
38,6,community,3,2.0,2.0
38,6,department,0,14.0,0.0
38,6,department,1,14.0,0.0
38,7,community,0,10.0,0.0
38,7,community,1,8.0,4.0
38,7,community,2,2.0,4.0
38,7,community,3,4.0,0.0
38,7,department,0,14.0,0.0
38,7,department,1,14.0,0.0
38,8,community,0,10.0,0.0
38,8,community,1,8.0,2.0
38,8,community,2,4.0,2.0
38,8,community,3,4.0,0.0
38,8,department,0,14.0,0.0
38,8,department,1,14.0,0.0
39,1,community,0,10.0,0.0
39,1,community,1,4.0,0.0
39,1,community,2,4.0,2.0
39,1,community,3,8.0,2.0
39,1,department,0,14.0,0.0
39,1,department,1,14.0,0.0
39,2,community,0,10.0,0.0
39,2,community,1,4.0,0.0
39,2,community,2,4.0,2.0
39,2,community,3,8.0,2.0
39,2,department,0,14.0,0.0
39,2,department,1,14.0,0.0
39,3,community,0,6.0,4.0
39,3,community,1,4.0,4.0
39,3,community,2,4.0,2.0
39,3,community,3,8.0,2.0
39,3,department,0,14.0,0.0
39,3,department,1,14.0,0.0
39,4,community,0,8.0,4.0
39,4,community,1,2.0,4.0
39,4,community,2,2.0,6.0
39,4,community,3,6.0,6.0
39,4,department,0,14.0,0.0
39,4,department,1,14.0,0.0
39,5,community,0,10.0,2.0
39,5,community,1,2.0,2.0
39,5,community,2,4.0,4.0
39,5,community,3,6.0,4.0
39,5,department,0,14.0,0.0
39,5,department,1,14.0,0.0
39,6,community,0,10.0,0.0
39,6,community,1,4.0,0.0
39,6,community,2,6.0,2.0
39,6,community,3,6.0,2.0
39,6,department,0,14.0,0.0
39,6,department,1,14.0,0.0
39,7,community,0,10.0,2.0
39,7,community,1,2.0,2.0
39,7,community,2,6.0,2.0
39,7,community,3,6.0,2.0
39,7,department,0,14.0,0.0
39,7,department,1,14.0,0.0
39,8,community,0,8.0,6.0
39,8,community,1,0.0,6.0
39,8,community,2,4.0,4.0
39,8,community,3,6.0,4.0
39,8,department,0,14.0,0.0
39,8,department,1,14.0,0.0
40,1,community,0,10.0,0.0
40,1,community,1,4.0,0.0
40,1,community,2,4.0,0.0
40,1,community,3,10.0,0.0
40,1,department,0,14.0,0.0
40,1,department,1,14.0,0.0
40,2,community,0,8.0,2.0
40,2,community,1,4.0,0.0
40,2,community,2,4.0,2.0
40,2,community,3,10.0,0.0
40,2,department,0,14.0,0.0
40,2,department,1,14.0,0.0
40,3,community,0,8.0,2.0
40,3,community,1,4.0,0.0
40,3,community,2,4.0,2.0
40,3,community,3,10.0,0.0
40,3,department,0,14.0,0.0
40,3,department,1,14.0,0.0
40,4,community,0,10.0,0.0
40,4,community,1,4.0,0.0
40,4,community,2,4.0,0.0
40,4,community,3,10.0,0.0
40,4,department,0,14.0,0.0
40,4,department,1,14.0,0.0
40,5,community,0,10.0,0.0
40,5,community,1,4.0,2.0
40,5,community,2,4.0,0.0
40,5,community,3,8.0,2.0
40,5,department,0,14.0,0.0
40,5,department,1,14.0,0.0
40,6,community,0,8.0,2.0
40,6,community,1,4.0,0.0
40,6,community,2,4.0,2.0
40,6,community,3,10.0,0.0
40,6,department,0,14.0,0.0
40,6,department,1,14.0,0.0
40,7,community,0,6.0,4.0
40,7,community,1,2.0,4.0
40,7,community,2,4.0,4.0
40,7,community,3,8.0,4.0
40,7,department,0,14.0,0.0
40,7,department,1,14.0,0.0
40,8,community,0,8.0,4.0
40,8,community,1,0.0,6.0
40,8,community,2,2.0,4.0
40,8,community,3,8.0,6.0
40,8,department,0,14.0,0.0
40,8,department,1,14.0,0.0
41,1,community,0,8.0,2.0
41,1,community,1,2.0,6.0
41,1,community,2,4.0,2.0
41,1,community,3,6.0,6.0
41,1,department,0,14.0,0.0
41,1,department,1,14.0,0.0
41,2,community,0,6.0,4.0
41,2,community,1,4.0,2.0
41,2,community,2,4.0,4.0
41,2,community,3,8.0,2.0
41,2,department,0,14.0,0.0
41,2,department,1,14.0,0.0
41,3,community,0,8.0,2.0
41,3,community,1,4.0,2.0
41,3,community,2,4.0,2.0
41,3,community,3,8.0,2.0
41,3,department,0,14.0,0.0
41,3,department,1,14.0,0.0
41,4,community,0,8.0,0.0
41,4,community,1,4.0,0.0
41,4,community,2,6.0,0.0
41,4,community,3,10.0,0.0
41,4,department,0,14.0,0.0
41,4,department,1,14.0,0.0
41,5,community,0,8.0,0.0
41,5,community,1,4.0,0.0
41,5,community,2,6.0,0.0
41,5,community,3,10.0,0.0
41,5,department,0,14.0,0.0
41,5,department,1,14.0,0.0
41,6,community,0,8.0,0.0
41,6,community,1,4.0,0.0
41,6,community,2,6.0,0.0
41,6,community,3,10.0,0.0
41,6,department,0,14.0,0.0
41,6,department,1,14.0,0.0
41,7,community,0,8.0,0.0
41,7,community,1,2.0,2.0
41,7,community,2,6.0,0.0
41,7,community,3,10.0,2.0
41,7,department,0,14.0,0.0
41,7,department,1,14.0,0.0
41,8,community,0,8.0,0.0
41,8,community,1,2.0,2.0
41,8,community,2,6.0,0.0
41,8,community,3,10.0,2.0
41,8,department,0,14.0,0.0
41,8,department,1,14.0,0.0
42,1,community,0,8.0,4.0
42,1,community,1,6.0,6.0
42,1,community,2,4.0,0.0
42,1,community,3,4.0,2.0
42,1,department,0,12.0,4.0
42,1,department,1,12.0,4.0
42,2,community,0,8.0,4.0
42,2,community,1,6.0,6.0
42,2,community,2,4.0,0.0
42,2,community,3,4.0,2.0
42,2,department,0,12.0,4.0
42,2,department,1,12.0,4.0
42,3,community,0,8.0,2.0
42,3,community,1,8.0,2.0
42,3,community,2,4.0,2.0
42,3,community,3,4.0,2.0
42,3,department,0,14.0,0.0
42,3,department,1,14.0,0.0
42,4,community,0,10.0,0.0
42,4,community,1,10.0,0.0
42,4,community,2,4.0,0.0
42,4,community,3,4.0,0.0
42,4,department,0,14.0,0.0
42,4,department,1,14.0,0.0
42,5,community,0,10.0,0.0
42,5,community,1,10.0,0.0
42,5,community,2,4.0,0.0
42,5,community,3,4.0,0.0
42,5,department,0,14.0,0.0
42,5,department,1,14.0,0.0
42,6,community,0,10.0,0.0
42,6,community,1,10.0,0.0
42,6,community,2,4.0,0.0
42,6,community,3,4.0,0.0
42,6,department,0,14.0,0.0
42,6,department,1,14.0,0.0
42,7,community,0,10.0,0.0
42,7,community,1,10.0,0.0
42,7,community,2,4.0,0.0
42,7,community,3,4.0,0.0
42,7,department,0,14.0,0.0
42,7,department,1,14.0,0.0
42,8,community,0,10.0,4.0
42,8,community,1,8.0,4.0
42,8,community,2,0.0,4.0
42,8,community,3,2.0,4.0
42,8,department,0,14.0,0.0
42,8,department,1,14.0,0.0
43,1,community,0,8.0,0.0
43,1,community,1,6.0,0.0
43,1,community,2,8.0,0.0
43,1,community,3,6.0,0.0
43,1,department,0,14.0,0.0
43,1,department,1,14.0,0.0
43,2,community,0,8.0,0.0
43,2,community,1,6.0,0.0
43,2,community,2,8.0,0.0
43,2,community,3,6.0,0.0
43,2,department,0,14.0,0.0
43,2,department,1,14.0,0.0
43,3,community,0,8.0,0.0
43,3,community,1,6.0,0.0
43,3,community,2,8.0,0.0
43,3,community,3,6.0,0.0
43,3,department,0,14.0,0.0
43,3,department,1,14.0,0.0
43,4,community,0,8.0,4.0
43,4,community,1,2.0,4.0
43,4,community,2,8.0,2.0
43,4,community,3,4.0,2.0
43,4,department,0,14.0,0.0
43,4,department,1,14.0,0.0
43,5,community,0,6.0,4.0
43,5,community,1,4.0,4.0
43,5,community,2,8.0,0.0
43,5,community,3,6.0,0.0
43,5,department,0,14.0,0.0
43,5,department,1,14.0,0.0
43,6,community,0,4.0,4.0
43,6,community,1,6.0,4.0
43,6,community,2,8.0,2.0
43,6,community,3,4.0,2.0
43,6,department,0,14.0,0.0
43,6,department,1,14.0,0.0
43,7,community,0,6.0,4.0
43,7,community,1,4.0,4.0
43,7,community,2,6.0,2.0
43,7,community,3,6.0,2.0
43,7,department,0,14.0,0.0
43,7,department,1,14.0,0.0
43,8,community,0,8.0,0.0
43,8,community,1,6.0,0.0
43,8,community,2,6.0,4.0
43,8,community,3,4.0,4.0
43,8,department,0,14.0,0.0
43,8,department,1,14.0,0.0
44,1,community,0,10.0,0.0
44,1,community,1,4.0,0.0
44,1,community,2,2.0,4.0
44,1,community,3,4.0,2.0
44,1,community,4,4.0,2.0
44,1,department,0,14.0,0.0
44,1,department,1,14.0,0.0
44,2,community,0,8.0,4.0
44,2,community,1,2.0,4.0
44,2,community,2,4.0,2.0
44,2,community,3,4.0,2.0
44,2,community,4,4.0,0.0
44,2,department,0,14.0,0.0
44,2,department,1,14.0,0.0
44,3,community,0,8.0,4.0
44,3,community,1,2.0,4.0
44,3,community,2,4.0,2.0
44,3,community,3,4.0,2.0
44,3,community,4,4.0,0.0
44,3,department,0,14.0,0.0
44,3,department,1,14.0,0.0
44,4,community,0,10.0,2.0
44,4,community,1,2.0,2.0
44,4,community,2,4.0,2.0
44,4,community,3,4.0,2.0
44,4,community,4,4.0,0.0
44,4,department,0,14.0,0.0
44,4,department,1,14.0,0.0
44,5,community,0,10.0,2.0
44,5,community,1,2.0,2.0
44,5,community,2,2.0,4.0
44,5,community,3,4.0,0.0
44,5,community,4,4.0,4.0
44,5,department,0,14.0,0.0
44,5,department,1,14.0,0.0
44,6,community,0,6.0,4.0
44,6,community,1,4.0,4.0
44,6,community,2,4.0,2.0
44,6,community,3,4.0,0.0
44,6,community,4,4.0,2.0
44,6,department,0,14.0,0.0
44,6,department,1,14.0,0.0
44,7,community,0,10.0,0.0
44,7,community,1,4.0,0.0
44,7,community,2,6.0,0.0
44,7,community,3,4.0,0.0
44,7,community,4,4.0,0.0
44,7,department,0,14.0,0.0
44,7,department,1,14.0,0.0
44,8,community,0,10.0,0.0
44,8,community,1,4.0,0.0
44,8,community,2,4.0,4.0
44,8,community,3,4.0,0.0
44,8,community,4,2.0,4.0
44,8,department,0,14.0,0.0
44,8,department,1,14.0,0.0
45,1,community,0,6.0,2.0
45,1,community,1,6.0,0.0
45,1,community,2,4.0,0.0
45,1,community,3,4.0,0.0
45,1,community,4,6.0,2.0
45,1,department,0,14.0,0.0
45,1,department,1,14.0,0.0
45,2,community,0,8.0,0.0
45,2,community,1,4.0,2.0
45,2,community,2,4.0,2.0
45,2,community,3,4.0,0.0
45,2,community,4,6.0,0.0
45,2,department,0,14.0,0.0
45,2,department,1,14.0,0.0
45,3,community,0,8.0,0.0
45,3,community,1,6.0,0.0
45,3,community,2,4.0,0.0
45,3,community,3,4.0,0.0
45,3,community,4,6.0,0.0
45,3,department,0,14.0,0.0
45,3,department,1,14.0,0.0
45,4,community,0,8.0,0.0
45,4,community,1,4.0,2.0
45,4,community,2,4.0,0.0
45,4,community,3,4.0,2.0
45,4,community,4,6.0,0.0
45,4,department,0,14.0,0.0
45,4,department,1,14.0,0.0
45,5,community,0,6.0,2.0
45,5,community,1,6.0,0.0
45,5,community,2,4.0,0.0
45,5,community,3,4.0,0.0
45,5,community,4,6.0,2.0
45,5,department,0,14.0,0.0
45,5,department,1,14.0,0.0
45,6,community,0,8.0,0.0
45,6,community,1,6.0,0.0
45,6,community,2,4.0,0.0
45,6,community,3,4.0,0.0
45,6,community,4,6.0,0.0
45,6,department,0,14.0,0.0
45,6,department,1,14.0,0.0
45,7,community,0,8.0,0.0
45,7,community,1,4.0,2.0
45,7,community,2,4.0,0.0
45,7,community,3,4.0,2.0
45,7,community,4,6.0,0.0
45,7,department,0,14.0,0.0
45,7,department,1,14.0,0.0
45,8,community,0,8.0,0.0
45,8,community,1,6.0,0.0
45,8,community,2,2.0,2.0
45,8,community,3,4.0,2.0
45,8,community,4,6.0,0.0
45,8,department,0,14.0,0.0
45,8,department,1,14.0,0.0
46,1,community,0,8.0,0.0
46,1,community,1,6.0,0.0
46,1,community,2,8.0,2.0
46,1,community,3,4.0,2.0
46,1,department,0,14.0,0.0
46,1,department,1,14.0,0.0
46,2,community,0,8.0,0.0
46,2,community,1,6.0,0.0
46,2,community,2,10.0,0.0
46,2,community,3,4.0,0.0
46,2,department,0,14.0,0.0
46,2,department,1,14.0,0.0
46,3,community,0,8.0,0.0
46,3,community,1,6.0,0.0
46,3,community,2,10.0,0.0
46,3,community,3,4.0,0.0
46,3,department,0,14.0,0.0
46,3,department,1,14.0,0.0
46,4,community,0,8.0,0.0
46,4,community,1,6.0,0.0
46,4,community,2,10.0,0.0
46,4,community,3,4.0,0.0
46,4,department,0,14.0,0.0
46,4,department,1,14.0,0.0
46,5,community,0,8.0,0.0
46,5,community,1,6.0,0.0
46,5,community,2,8.0,2.0
46,5,community,3,4.0,2.0
46,5,department,0,14.0,0.0
46,5,department,1,14.0,0.0
46,6,community,0,8.0,0.0
46,6,community,1,6.0,0.0
46,6,community,2,10.0,2.0
46,6,community,3,2.0,2.0
46,6,department,0,14.0,0.0
46,6,department,1,14.0,0.0
46,7,community,0,8.0,0.0
46,7,community,1,6.0,0.0
46,7,community,2,10.0,2.0
46,7,community,3,2.0,2.0
46,7,department,0,14.0,0.0
46,7,department,1,14.0,0.0
46,8,community,0,8.0,0.0
46,8,community,1,6.0,0.0
46,8,community,2,4.0,8.0
46,8,community,3,2.0,8.0
46,8,department,0,14.0,0.0
46,8,department,1,14.0,0.0
47,1,community,0,6.0,0.0
47,1,community,1,4.0,0.0
47,1,community,2,4.0,0.0
47,1,community,3,14.0,0.0
47,1,department,0,14.0,0.0
47,1,department,1,14.0,0.0
47,2,community,0,6.0,0.0
47,2,community,1,4.0,0.0
47,2,community,2,4.0,0.0
47,2,community,3,14.0,0.0
47,2,department,0,14.0,0.0
47,2,department,1,14.0,0.0
47,3,community,0,6.0,0.0
47,3,community,1,4.0,0.0
47,3,community,2,4.0,0.0
47,3,community,3,14.0,0.0
47,3,department,0,14.0,0.0
47,3,department,1,14.0,0.0
47,4,community,0,6.0,0.0
47,4,community,1,4.0,0.0
47,4,community,2,4.0,0.0
47,4,community,3,14.0,0.0
47,4,department,0,14.0,0.0
47,4,department,1,14.0,0.0
47,5,community,0,6.0,0.0
47,5,community,1,4.0,0.0
47,5,community,2,4.0,0.0
47,5,community,3,14.0,0.0
47,5,department,0,14.0,0.0
47,5,department,1,14.0,0.0
47,6,community,0,6.0,0.0
47,6,community,1,4.0,0.0
47,6,community,2,4.0,0.0
47,6,community,3,14.0,0.0
47,6,department,0,14.0,0.0
47,6,department,1,14.0,0.0
47,7,community,0,6.0,0.0
47,7,community,1,4.0,0.0
47,7,community,2,4.0,0.0
47,7,community,3,14.0,0.0
47,7,department,0,14.0,0.0
47,7,department,1,14.0,0.0
47,8,community,0,6.0,0.0
47,8,community,1,4.0,0.0
47,8,community,2,4.0,0.0
47,8,community,3,14.0,0.0
47,8,department,0,14.0,0.0
47,8,department,1,14.0,0.0
48,1,community,0,6.0,0.0
48,1,community,1,6.0,0.0
48,1,community,2,4.0,0.0
48,1,community,3,4.0,0.0
48,1,community,4,8.0,0.0
48,1,department,0,14.0,0.0
48,1,department,1,14.0,0.0
48,2,community,0,6.0,0.0
48,2,community,1,4.0,4.0
48,2,community,2,4.0,0.0
48,2,community,3,4.0,0.0
48,2,community,4,6.0,4.0
48,2,department,0,14.0,0.0
48,2,department,1,14.0,0.0
48,3,community,0,6.0,0.0
48,3,community,1,4.0,2.0
48,3,community,2,4.0,0.0
48,3,community,3,4.0,0.0
48,3,community,4,8.0,2.0
48,3,department,0,14.0,0.0
48,3,department,1,14.0,0.0
48,4,community,0,6.0,0.0
48,4,community,1,4.0,2.0
48,4,community,2,4.0,0.0
48,4,community,3,4.0,0.0
48,4,community,4,8.0,2.0
48,4,department,0,14.0,0.0
48,4,department,1,14.0,0.0
48,5,community,0,6.0,0.0
48,5,community,1,6.0,0.0
48,5,community,2,4.0,0.0
48,5,community,3,4.0,0.0
48,5,community,4,8.0,0.0
48,5,department,0,14.0,0.0
48,5,department,1,14.0,0.0
48,6,community,0,6.0,0.0
48,6,community,1,6.0,2.0
48,6,community,2,4.0,0.0
48,6,community,3,4.0,0.0
48,6,community,4,6.0,2.0
48,6,department,0,14.0,0.0
48,6,department,1,14.0,0.0
48,7,community,0,6.0,0.0
48,7,community,1,4.0,4.0
48,7,community,2,4.0,0.0
48,7,community,3,4.0,0.0
48,7,community,4,6.0,4.0
48,7,department,0,14.0,0.0
48,7,department,1,14.0,0.0
48,8,community,0,4.0,2.0
48,8,community,1,4.0,2.0
48,8,community,2,4.0,2.0
48,8,community,3,4.0,0.0
48,8,community,4,8.0,2.0
48,8,department,0,14.0,0.0
48,8,department,1,14.0,0.0
49,1,community,0,4.0,2.0
49,1,community,1,14.0,0.0
49,1,community,2,4.0,2.0
49,1,community,3,4.0,0.0
49,1,department,0,14.0,0.0
49,1,department,1,14.0,0.0
49,2,community,0,6.0,0.0
49,2,community,1,14.0,0.0
49,2,community,2,4.0,0.0
49,2,community,3,4.0,0.0
49,2,department,0,14.0,0.0
49,2,department,1,14.0,0.0
49,3,community,0,6.0,0.0
49,3,community,1,14.0,0.0
49,3,community,2,4.0,0.0
49,3,community,3,4.0,0.0
49,3,department,0,14.0,0.0
49,3,department,1,14.0,0.0
49,4,community,0,6.0,0.0
49,4,community,1,14.0,0.0
49,4,community,2,4.0,0.0
49,4,community,3,4.0,0.0
49,4,department,0,14.0,0.0
49,4,department,1,14.0,0.0
49,5,community,0,6.0,0.0
49,5,community,1,14.0,0.0
49,5,community,2,4.0,0.0
49,5,community,3,4.0,0.0
49,5,department,0,14.0,0.0
49,5,department,1,14.0,0.0
49,6,community,0,6.0,0.0
49,6,community,1,14.0,0.0
49,6,community,2,4.0,0.0
49,6,community,3,4.0,0.0
49,6,department,0,14.0,0.0
49,6,department,1,14.0,0.0
49,7,community,0,6.0,0.0
49,7,community,1,14.0,0.0
49,7,community,2,4.0,0.0
49,7,community,3,4.0,0.0
49,7,department,0,14.0,0.0
49,7,department,1,14.0,0.0
49,8,community,0,6.0,0.0
49,8,community,1,14.0,0.0
49,8,community,2,0.0,4.0
49,8,community,3,4.0,4.0
49,8,department,0,14.0,0.0
49,8,department,1,14.0,0.0
50,1,community,0,4.0,2.0
50,1,community,1,4.0,0.0
50,1,community,2,6.0,0.0
50,1,community,3,4.0,4.0
50,1,community,4,6.0,2.0
50,1,department,0,14.0,0.0
50,1,department,1,14.0,0.0
50,2,community,0,4.0,0.0
50,2,community,1,4.0,2.0
50,2,community,2,6.0,0.0
50,2,community,3,4.0,6.0
50,2,community,4,4.0,4.0
50,2,department,0,14.0,0.0
50,2,department,1,14.0,0.0
50,3,community,0,4.0,0.0
50,3,community,1,4.0,2.0
50,3,community,2,6.0,2.0
50,3,community,3,4.0,4.0
50,3,community,4,6.0,0.0
50,3,department,0,14.0,0.0
50,3,department,1,14.0,0.0
50,4,community,0,4.0,2.0
50,4,community,1,4.0,0.0
50,4,community,2,4.0,4.0
50,4,community,3,4.0,6.0
50,4,community,4,6.0,0.0
50,4,department,0,14.0,0.0
50,4,department,1,14.0,0.0
50,5,community,0,4.0,0.0
50,5,community,1,4.0,2.0
50,5,community,2,4.0,2.0
50,5,community,3,4.0,4.0
50,5,community,4,6.0,4.0
50,5,department,0,14.0,0.0
50,5,department,1,14.0,0.0
50,6,community,0,4.0,0.0
50,6,community,1,4.0,0.0
50,6,community,2,4.0,2.0
50,6,community,3,8.0,2.0
50,6,community,4,6.0,0.0
50,6,department,0,12.0,4.0
50,6,department,1,12.0,4.0
50,7,community,0,4.0,0.0
50,7,community,1,4.0,0.0
50,7,community,2,4.0,2.0
50,7,community,3,8.0,2.0
50,7,community,4,6.0,0.0
50,7,department,0,14.0,2.0
50,7,department,1,12.0,2.0
50,8,community,0,4.0,0.0
50,8,community,1,4.0,0.0
50,8,community,2,4.0,2.0
50,8,community,3,8.0,2.0
50,8,community,4,4.0,4.0
50,8,department,0,14.0,2.0
50,8,department,1,12.0,2.0
51,1,community,0,4.0,8.0
51,1,community,1,2.0,8.0
51,1,community,2,4.0,2.0
51,1,community,3,8.0,2.0
51,1,department,0,14.0,0.0
51,1,department,1,14.0,0.0
51,2,community,0,8.0,2.0
51,2,community,1,4.0,2.0
51,2,community,2,4.0,2.0
51,2,community,3,8.0,2.0
51,2,department,0,14.0,0.0
51,2,department,1,14.0,0.0
51,3,community,0,8.0,4.0
51,3,community,1,2.0,4.0
51,3,community,2,2.0,6.0
51,3,community,3,6.0,6.0
51,3,department,0,14.0,0.0
51,3,department,1,14.0,0.0
51,4,community,0,8.0,0.0
51,4,community,1,6.0,0.0
51,4,community,2,4.0,0.0
51,4,community,3,10.0,0.0
51,4,department,0,14.0,0.0
51,4,department,1,14.0,0.0
51,5,community,0,8.0,0.0
51,5,community,1,6.0,0.0
51,5,community,2,4.0,0.0
51,5,community,3,10.0,0.0
51,5,department,0,14.0,0.0
51,5,department,1,14.0,0.0
51,6,community,0,6.0,4.0
51,6,community,1,4.0,4.0
51,6,community,2,4.0,2.0
51,6,community,3,8.0,2.0
51,6,department,0,14.0,0.0
51,6,department,1,14.0,0.0
51,7,community,0,6.0,4.0
51,7,community,1,4.0,4.0
51,7,community,2,2.0,4.0
51,7,community,3,8.0,4.0
51,7,department,0,14.0,0.0
51,7,department,1,14.0,0.0
51,8,community,0,8.0,4.0
51,8,community,1,2.0,4.0
51,8,community,2,0.0,4.0
51,8,community,3,10.0,4.0
51,8,department,0,14.0,0.0
51,8,department,1,14.0,0.0
52,1,community,0,4.0,2.0
52,1,community,1,8.0,2.0
52,1,community,2,6.0,4.0
52,1,community,3,4.0,4.0
52,1,department,0,14.0,0.0
52,1,department,1,14.0,0.0
52,2,community,0,4.0,2.0
52,2,community,1,8.0,2.0
52,2,community,2,8.0,2.0
52,2,community,3,4.0,2.0
52,2,department,0,14.0,0.0
52,2,department,1,14.0,0.0
52,3,community,0,4.0,2.0
52,3,community,1,8.0,2.0
52,3,community,2,8.0,2.0
52,3,community,3,4.0,2.0
52,3,department,0,14.0,0.0
52,3,department,1,14.0,0.0
52,4,community,0,4.0,2.0
52,4,community,1,8.0,2.0
52,4,community,2,8.0,0.0
52,4,community,3,6.0,0.0
52,4,department,0,14.0,0.0
52,4,department,1,14.0,0.0
52,5,community,0,4.0,0.0
52,5,community,1,10.0,0.0
52,5,community,2,6.0,4.0
52,5,community,3,4.0,4.0
52,5,department,0,14.0,0.0
52,5,department,1,14.0,0.0
52,6,community,0,4.0,0.0
52,6,community,1,10.0,0.0
52,6,community,2,8.0,0.0
52,6,community,3,6.0,0.0
52,6,department,0,14.0,0.0
52,6,department,1,14.0,0.0
52,7,community,0,4.0,0.0
52,7,community,1,10.0,0.0
52,7,community,2,6.0,2.0
52,7,community,3,6.0,2.0
52,7,department,0,14.0,0.0
